wafer	sensor_t1	sensor_t2	sensor_t3	sensor_t4	sensor_t5	sensor_t6	sensor_t7	sensor_t8	sensor_t9	sensor_t10	sensor_p1	sensor_p2	sensor_p3	sensor_p4	sensor_p5	sensor_p6	sensor_p7	sensor_p8	sensor_p9	sensor_p10	GB
4897	1023	1024	1027	1024	1028	1026	1027	1025	1023	1020	119	117	121	121	120	121	122	122	121	122	G
4898	1026	1023	1024	1023	1027	1022	1024	1023	1024	1022	119	117	121	120	119	121	120	121	121	119	G
4899	1025	1024	1024	1027	1026	1022	1023	1022	1024	1021	119	119	121	119	119	122	120	122	120	119	G
4900	1024	1027	1024	1026	1026	1027	1024	1025	1025	1023	118	119	119	120	120	120	122	121	121	121	G
4901	1024	1022	1023	1028	1027	1027	1027	1022	1026	1026	117	117	121	121	121	119	120	122	121	122	G
4902	1025	1023	1024	1026	1026	1027	1025	1022	1026	1026	118	117	121	119	119	121	122	122	119	121	G
4903	1023	1026	1026	1022	1025	1025	1023	1026	1026	1024	119	119	121	121	121	120	120	121	119	120	G
4904	1026	1025	1023	1025	1027	1026	1026	1024	1024	1023	119	117	121	121	121	121	122	122	119	120	G
4905	1024	1024	1024	1028	1025	1026	1025	1026	1026	1025	117	117	119	121	121	119	120	121	121	118	G
4906	1026	1024	1027	1027	1027	1025	1025	1023	1023	1025	119	118	121	122	119	120	121	121	121	121	G
4907	1026	1026	1025	1024	1027	1028	1027	1023	1027	1022	118	118	119	121	120	121	121	121	121	121	G
4908	1026	1025	1026	1027	1025	1026	1026	1026	1024	1025	117	118	121	118	120	118	121	122	120	120	G
4909	1023	1024	1027	1022	1026	1023	1027	1025	1026	1023	118	117	119	119	121	118	122	122	120	118	G
4910	1025	1028	1024	1028	1025	1028	1025	1026	1024	1024	117	118	121	122	119	118	121	121	120	122	G
4911	1024	1027	1024	1027	1027	1024	1027	1024	1027	1024	118	118	119	118	121	119	120	121	121	120	G
4912	1023	1023	1025	1023	1028	1024	1025	1025	1023	1020	117	118	120	121	120	121	121	121	121	119	G
4913	1023	1028	1026	1027	1027	1026	1027	1028	1027	1026	118	117	120	120	120	122	122	122	120	121	G
4914	1025	1025	1025	1027	1025	1027	1025	1023	1027	1024	118	117	121	119	121	119	120	122	121	119	G
4915	1026	1023	1025	1022	1026	1026	1025	1024	1024	1020	118	117	120	119	120	119	120	121	119	120	G
4916	1026	1028	1025	1024	1026	1026	1027	1024	1023	1026	119	118	120	122	119	119	121	121	120	121	G
4917	1024	1025	1023	1022	1027	1026	1026	1022	1026	1024	117	119	119	122	121	122	120	121	119	120	G
4918	1024	1025	1027	1024	1024	1026	1027	1023	1026	1025	119	117	121	118	119	122	122	122	121	120	G
4919	1022	1025	1024	1028	1024	1024	1024	1024	1023	1022	119	119	119	120	120	122	122	121	120	119	G
4920	1023	1024	1024	1022	1027	1028	1026	1022	1027	1021	117	119	120	120	119	120	122	121	119	121	G
4921	1025	1023	1024	1024	1027	1024	1027	1025	1026	1026	119	118	121	119	121	118	120	122	120	118	G
4922	1025	1023	1026	1028	1024	1027	1025	1028	1026	1022	118	118	120	119	121	120	120	122	119	118	G
4923	1026	1022	1025	1025	1027	1023	1024	1025	1023	1025	118	118	121	119	120	122	122	122	119	118	G
4924	1023	1027	1026	1025	1026	1026	1024	1027	1027	1020	119	118	121	122	120	119	121	122	121	121	G
4925	1022	1026	1023	1024	1025	1022	1023	1025	1023	1020	118	117	120	118	119	122	122	122	119	119	G
4926	1023	1025	1023	1025	1026	1026	1025	1024	1023	1024	117	118	121	119	121	122	122	122	120	122	G
4927	1026	1023	1027	1027	1025	1028	1026	1025	1025	1020	119	117	120	118	121	118	121	121	119	120	G
4928	1023	1022	1023	1028	1024	1028	1024	1022	1026	1024	118	117	119	122	120	121	120	121	120	120	G
4929	1026	1023	1023	1026	1027	1027	1023	1028	1024	1022	117	117	121	121	120	118	122	121	120	119	G
4930	1025	1028	1024	1027	1024	1022	1025	1022	1023	1022	117	118	121	121	121	122	121	122	120	118	G
4931	1024	1028	1023	1022	1027	1028	1026	1026	1024	1023	117	118	121	120	120	120	122	122	121	121	G
4932	1026	1024	1026	1023	1025	1022	1023	1026	1027	1020	117	119	120	118	120	121	121	122	121	120	G
4933	1023	1025	1023	1023	1024	1025	1025	1027	1023	1023	117	118	119	122	119	121	121	122	121	118	G
4934	1025	1027	1024	1028	1026	1028	1026	1024	1026	1020	117	118	119	118	121	118	121	122	119	119	G
4935	1024	1026	1026	1028	1025	1024	1023	1024	1026	1022	117	119	119	122	121	122	121	121	121	118	G
4936	1026	1026	1026	1025	1026	1025	1023	1022	1025	1023	119	117	119	120	121	121	122	121	120	119	G
4937	1026	1024	1023	1028	1025	1023	1024	1023	1027	1025	118	117	119	122	121	119	120	121	119	118	G
4938	1024	1027	1024	1025	1027	1026	1025	1022	1026	1025	119	119	119	121	120	119	121	122	121	122	G
4939	1026	1024	1025	1022	1027	1028	1025	1024	1023	1021	118	117	119	118	121	118	122	121	120	119	G
4940	1026	1027	1026	1027	1024	1027	1023	1023	1026	1024	118	118	120	122	121	122	121	122	121	118	G
4941	1022	1022	1025	1022	1028	1023	1026	1028	1025	1020	119	119	120	119	119	118	121	121	121	122	G
4942	1025	1026	1027	1023	1028	1026	1026	1025	1023	1024	117	117	120	120	121	120	122	122	120	120	G
4943	1022	1028	1025	1022	1028	1023	1026	1025	1023	1026	118	119	120	118	120	118	120	122	119	121	G
4944	1023	1024	1026	1027	1025	1025	1023	1022	1024	1026	119	119	119	120	121	121	120	121	121	122	G
4945	1023	1022	1026	1025	1024	1027	1027	1024	1024	1025	117	117	119	118	119	122	121	121	119	121	G
4946	1022	1026	1026	1026	1026	1023	1027	1025	1026	1023	117	118	121	122	119	121	121	121	119	118	G
4947	1024	1026	1024	1024	1026	1028	1026	1023	1026	1023	119	117	121	118	120	119	120	121	120	118	G
4948	1024	1023	1023	1023	1024	1028	1026	1028	1024	1020	119	118	119	120	121	121	120	121	119	119	G
4949	1026	1022	1024	1028	1027	1028	1025	1022	1023	1024	118	119	120	120	121	121	122	122	121	122	G
4950	1022	1026	1023	1026	1024	1026	1025	1023	1026	1020	119	119	119	121	121	122	120	122	121	121	G
4951	1024	1027	1026	1024	1024	1023	1025	1028	1027	1020	118	118	120	119	120	120	121	121	119	120	G
4952	1025	1025	1025	1025	1027	1023	1025	1024	1027	1026	119	118	119	118	119	121	120	121	119	118	G
4953	1023	1027	1024	1022	1027	1026	1024	1024	1023	1021	119	117	120	120	119	122	122	121	121	120	G
4954	1024	1023	1024	1022	1025	1028	1025	1023	1026	1025	119	117	120	122	120	122	122	122	121	118	G
4955	1026	1022	1024	1027	1025	1026	1027	1023	1024	1024	117	117	119	118	119	118	121	122	119	119	G
4956	1022	1023	1024	1027	1027	1024	1027	1028	1024	1024	118	118	120	120	121	120	121	121	121	122	G
4957	1023	1028	1024	1028	1026	1027	1024	1026	1025	1026	119	119	120	122	121	122	120	122	121	122	G
4958	1025	1028	1027	1024	1024	1024	1027	1022	1023	1026	119	119	121	118	119	121	120	122	121	121	G
4959	1025	1024	1027	1026	1027	1027	1026	1025	1026	1025	118	119	121	118	119	122	121	121	119	119	G
4960	1024	1024	1025	1023	1025	1023	1025	1026	1027	1023	118	118	119	121	119	119	122	121	121	122	G
4961	1022	1027	1027	1024	1024	1023	1023	1028	1023	1023	118	118	121	122	121	121	120	122	119	118	G
4962	1024	1026	1026	1028	1024	1024	1027	1028	1027	1022	117	118	120	119	119	122	122	121	121	119	G
4963	1025	1028	1027	1022	1028	1028	1023	1027	1027	1022	119	117	121	118	121	118	121	121	120	121	G
4964	1024	1027	1026	1028	1024	1023	1024	1028	1024	1026	119	117	120	121	119	119	121	121	119	121	G
4965	1022	1028	1026	1027	1028	1026	1025	1026	1027	1023	118	119	119	120	119	118	122	122	120	122	G
4966	1023	1024	1023	1027	1027	1023	1026	1022	1024	1025	119	119	119	122	121	120	120	121	120	119	G
4967	1024	1024	1027	1027	1024	1026	1023	1028	1027	1024	118	117	119	119	120	122	122	122	121	121	G
4968	1022	1025	1024	1027	1026	1026	1026	1028	1025	1021	119	118	120	118	119	118	121	122	121	119	G
4969	1023	1027	1023	1022	1025	1025	1025	1023	1026	1020	119	119	121	119	120	118	122	121	121	122	G
4970	1024	1028	1025	1025	1024	1026	1024	1023	1026	1023	117	117	120	121	119	122	122	122	121	122	G
4971	1026	1026	1026	1028	1028	1022	1026	1022	1027	1020	117	117	120	120	119	122	122	121	120	119	G
4972	1023	1024	1024	1028	1028	1023	1025	1022	1025	1025	119	118	119	118	121	121	120	122	119	122	G
4973	1026	1025	1023	1022	1028	1028	1023	1022	1025	1023	117	119	120	120	121	122	121	122	119	120	G
4974	1022	1026	1024	1022	1024	1027	1023	1025	1026	1026	118	119	119	118	121	120	120	122	119	119	G
4975	1025	1026	1027	1025	1028	1028	1023	1023	1027	1026	117	119	119	119	119	121	121	121	119	121	G
4976	1026	1022	1027	1022	1024	1022	1026	1024	1025	1025	118	119	121	121	120	118	122	122	121	119	G
4977	1022	1027	1023	1024	1026	1026	1023	1024	1026	1025	119	118	120	122	119	120	120	122	119	119	G
4978	1025	1027	1026	1027	1026	1028	1024	1028	1026	1022	117	118	121	121	120	122	121	121	119	120	G
4979	1023	1027	1025	1022	1024	1023	1024	1024	1026	1025	119	117	121	119	120	118	122	122	119	118	G
4980	1022	1028	1026	1025	1025	1022	1025	1024	1026	1020	119	119	119	121	119	120	122	121	120	118	G
4981	1022	1024	1027	1025	1024	1022	1025	1028	1023	1022	117	117	120	120	120	118	120	122	119	118	G
4982	1025	1028	1025	1028	1028	1025	1027	1023	1027	1021	118	118	120	122	119	118	120	122	119	120	G
4983	1022	1022	1023	1024	1025	1026	1024	1023	1025	1021	119	117	119	121	120	122	122	122	121	118	G
4984	1022	1022	1025	1027	1026	1027	1026	1026	1024	1020	118	118	119	120	120	120	120	121	121	121	G
4985	1022	1024	1027	1023	1026	1027	1027	1023	1023	1025	118	118	119	121	120	120	120	121	121	118	G
4986	1023	1024	1024	1024	1026	1022	1026	1023	1024	1021	118	117	119	118	119	122	122	122	119	118	G
4987	1022	1028	1027	1026	1024	1026	1027	1022	1026	1026	118	118	119	122	120	119	122	122	120	121	G
4988	1022	1023	1023	1026	1024	1023	1023	1025	1024	1020	118	118	121	121	120	122	122	121	120	122	G
4989	1026	1025	1026	1025	1024	1023	1024	1027	1023	1021	117	117	121	120	119	119	121	122	120	120	G
4990	1022	1025	1027	1027	1028	1025	1027	1028	1026	1023	118	119	119	118	120	118	120	121	119	122	G
4991	1026	1026	1025	1027	1028	1027	1026	1022	1023	1026	119	117	119	118	119	120	121	121	121	119	G
4992	1023	1028	1025	1025	1028	1027	1023	1022	1027	1024	117	117	119	119	121	119	122	122	119	119	G
4993	1026	1024	1027	1024	1028	1026	1026	1026	1025	1025	118	117	121	119	121	122	120	121	120	119	G
4994	1022	1025	1027	1028	1027	1028	1026	1028	1025	1026	118	118	120	120	121	119	122	122	119	118	G
4995	1022	1026	1027	1026	1025	1023	1025	1027	1026	1020	117	119	119	122	121	120	121	121	119	118	G
4996	1024	1025	1024	1027	1024	1022	1023	1025	1026	1026	118	119	121	122	119	120	120	121	120	120	G
4997	1022	1026	1025	1028	1027	1025	1025	1027	1023	1021	117	119	120	121	121	119	120	122	120	121	G
4998	1024	1025	1024	1023	1025	1025	1024	1023	1024	1025	119	119	120	119	119	121	120	122	120	119	G
4999	1022	1027	1023	1025	1025	1022	1027	1025	1025	1026	117	119	120	120	120	118	121	122	119	121	G
5000	1026	1028	1023	1024	1028	1026	1025	1028	1026	1024	119	118	119	119	121	122	122	122	120	118	G
5001	1023	1028	1027	1024	1024	1028	1023	1028	1025	1023	117	118	120	118	120	118	120	122	119	119	G
5002	1026	1026	1023	1023	1024	1027	1027	1024	1023	1025	119	117	120	121	119	120	120	122	120	122	G
5003	1024	1024	1025	1028	1024	1024	1027	1028	1024	1026	118	118	120	120	121	122	122	121	120	120	G
5004	1023	1027	1026	1025	1027	1022	1025	1027	1023	1023	117	118	121	121	119	121	120	122	121	118	G
5005	1025	1028	1027	1024	1026	1024	1027	1026	1023	1021	118	117	120	121	121	118	120	121	121	120	G
5006	1022	1026	1026	1027	1026	1025	1024	1023	1024	1022	117	119	119	121	119	122	122	122	121	121	G
5007	1026	1027	1025	1022	1027	1024	1027	1024	1026	1022	117	117	121	122	119	119	122	122	120	120	G
5008	1024	1026	1026	1022	1027	1027	1024	1023	1025	1023	118	117	121	118	121	118	121	122	120	120	G
5009	1022	1024	1025	1026	1028	1025	1024	1024	1027	1021	118	119	121	121	121	118	121	121	120	119	G
5010	1022	1025	1024	1028	1028	1024	1027	1023	1025	1024	118	119	120	120	119	122	120	121	120	121	G
5011	1025	1026	1026	1025	1026	1028	1027	1024	1024	1024	119	117	121	121	121	122	121	122	120	118	G
5012	1022	1024	1024	1027	1024	1028	1023	1022	1023	1022	119	119	121	119	120	118	121	122	121	121	G
5013	1024	1025	1027	1022	1024	1024	1023	1023	1027	1022	119	118	121	118	121	120	120	121	119	120	G
5014	1026	1023	1023	1022	1024	1027	1027	1027	1025	1020	118	117	120	118	121	118	122	122	121	118	G
5015	1024	1027	1024	1024	1028	1025	1027	1025	1023	1020	117	119	120	118	119	119	122	122	119	120	G
5016	1023	1028	1025	1028	1024	1023	1027	1028	1027	1021	117	117	119	122	120	122	122	121	119	120	G
5017	1023	1022	1027	1023	1026	1028	1026	1027	1026	1025	117	117	120	121	121	122	122	121	120	121	G
5018	1022	1024	1025	1023	1025	1024	1023	1022	1025	1025	117	118	121	118	119	122	122	122	119	120	G
5019	1026	1027	1027	1023	1028	1025	1023	1022	1025	1021	118	118	120	120	119	120	121	122	121	119	G
5020	1022	1026	1023	1026	1024	1024	1027	1027	1023	1020	119	117	121	118	120	119	120	122	120	119	G
5021	1024	1028	1023	1022	1025	1028	1025	1023	1025	1023	119	117	121	122	120	119	122	121	119	119	G
5022	1026	1027	1026	1024	1026	1026	1024	1022	1024	1025	119	119	121	118	121	120	122	122	120	121	G
5023	1024	1023	1025	1022	1026	1023	1025	1026	1026	1020	117	119	120	121	120	122	121	122	119	121	G
5024	1022	1028	1024	1023	1025	1023	1023	1024	1024	1020	119	117	120	121	121	120	120	122	120	122	G
5025	1022	1027	1026	1024	1027	1027	1023	1025	1024	1025	119	118	120	122	120	120	122	122	120	121	G
5026	1022	1022	1024	1028	1025	1026	1026	1024	1023	1025	118	118	120	118	121	121	122	121	121	121	G
5027	1024	1025	1024	1027	1026	1027	1026	1023	1027	1021	118	119	119	122	121	120	121	121	121	122	G
5028	1023	1027	1027	1028	1026	1026	1024	1023	1026	1024	118	118	120	119	119	119	120	122	119	118	G
5029	1023	1027	1027	1027	1026	1027	1027	1022	1025	1023	119	119	121	119	120	122	121	122	119	122	G
5030	1024	1025	1025	1024	1024	1023	1024	1025	1024	1023	118	118	120	120	120	118	120	122	120	120	G
5031	1022	1026	1025	1022	1027	1026	1025	1028	1025	1025	118	119	119	122	121	120	121	121	119	120	G
5032	1023	1027	1026	1028	1027	1025	1024	1025	1026	1020	118	119	120	121	120	121	121	122	120	119	G
5033	1025	1027	1027	1026	1026	1028	1027	1027	1026	1024	117	118	120	120	120	120	120	121	120	121	G
5034	1022	1028	1027	1027	1027	1022	1023	1027	1023	1021	119	118	121	118	119	121	121	122	119	119	G
5035	1025	1023	1025	1028	1024	1027	1024	1024	1024	1024	117	119	119	120	119	120	122	122	119	119	G
5036	1022	1027	1027	1026	1028	1026	1024	1025	1027	1024	118	118	121	119	119	118	122	121	120	119	G
5037	1026	1023	1026	1027	1026	1028	1027	1024	1025	1026	118	119	121	121	120	121	120	122	121	121	G
5038	1026	1022	1027	1026	1027	1026	1027	1028	1025	1020	118	117	119	121	121	120	121	122	119	118	G
5039	1025	1022	1027	1027	1025	1022	1024	1025	1026	1022	117	118	120	122	119	121	121	121	120	119	G
5040	1026	1027	1024	1022	1028	1026	1027	1025	1025	1023	117	119	121	118	120	118	122	122	120	120	G
5041	1025	1026	1026	1028	1026	1025	1023	1026	1027	1020	118	118	121	122	119	120	122	122	121	121	G
5042	1026	1026	1025	1026	1027	1022	1026	1022	1024	1024	118	119	119	121	119	120	121	122	121	120	G
5043	1026	1028	1023	1026	1024	1028	1027	1024	1027	1020	117	119	119	119	121	118	122	121	121	122	G
5044	1026	1027	1024	1024	1024	1028	1023	1025	1024	1023	118	117	120	119	120	119	121	121	120	120	G
5045	1022	1024	1027	1028	1025	1026	1024	1028	1023	1024	118	119	119	118	119	122	120	121	119	119	G
5046	1026	1025	1025	1024	1026	1023	1025	1023	1024	1026	118	117	119	118	121	118	120	122	121	122	G
5047	1024	1026	1025	1027	1027	1028	1023	1025	1023	1022	118	119	119	118	120	122	121	122	121	120	G
5048	1026	1028	1027	1026	1027	1023	1027	1028	1023	1021	117	118	121	118	121	118	122	122	121	121	G
5049	1025	1023	1026	1027	1025	1023	1023	1025	1023	1025	119	119	121	121	120	121	120	121	119	120	G
5050	1025	1026	1023	1023	1027	1026	1027	1023	1024	1021	118	119	119	122	120	121	121	122	120	118	G
5051	1022	1028	1025	1024	1027	1023	1027	1027	1027	1024	117	117	120	122	120	120	122	121	120	121	G
5052	1025	1028	1024	1027	1024	1023	1026	1025	1025	1021	118	119	121	118	121	119	120	121	120	120	G
5053	1023	1026	1024	1024	1027	1028	1027	1025	1026	1024	118	118	120	118	120	119	122	121	119	121	G
5054	1024	1025	1024	1023	1027	1026	1024	1027	1024	1023	118	119	119	118	121	121	121	122	121	120	G
5055	1025	1027	1023	1025	1028	1022	1024	1023	1026	1025	119	118	121	122	121	119	120	122	121	122	G
5056	1026	1024	1023	1028	1028	1027	1024	1023	1025	1021	117	118	119	122	120	120	120	121	121	121	G
5057	1026	1025	1027	1028	1026	1022	1023	1028	1024	1020	118	119	119	120	121	120	120	122	121	119	G
5058	1026	1023	1025	1028	1025	1022	1023	1026	1024	1025	118	117	121	121	119	118	120	121	119	118	G
5059	1024	1027	1027	1027	1026	1023	1023	1028	1024	1021	119	119	121	121	121	122	121	121	120	120	G
5060	1023	1028	1023	1024	1025	1028	1024	1025	1026	1023	119	118	119	119	120	120	122	122	120	120	G
5061	1024	1026	1027	1025	1025	1027	1023	1027	1025	1025	117	118	120	120	119	122	122	122	120	120	G
5062	1024	1023	1026	1022	1026	1023	1023	1022	1025	1020	117	117	121	122	121	120	120	122	120	118	G
5063	1022	1026	1024	1024	1027	1028	1027	1022	1024	1026	117	119	119	120	120	122	120	122	121	120	G
5064	1024	1024	1026	1028	1026	1026	1027	1026	1023	1024	117	119	120	119	121	122	121	121	119	120	G
5065	1024	1025	1027	1024	1027	1025	1023	1024	1025	1025	117	117	119	121	121	120	120	122	120	121	G
5066	1022	1026	1026	1028	1025	1028	1026	1023	1026	1022	118	118	120	122	120	122	120	121	120	120	G
5067	1025	1024	1027	1028	1024	1027	1023	1027	1023	1023	117	117	120	120	119	120	120	121	120	121	G
5068	1026	1026	1027	1025	1024	1026	1026	1026	1024	1026	117	118	120	122	120	122	120	122	121	120	G
5069	1023	1026	1025	1025	1024	1023	1027	1025	1026	1022	117	117	119	118	119	118	121	122	120	122	G
5070	1023	1024	1025	1028	1026	1024	1025	1027	1026	1021	118	119	120	118	119	119	121	121	120	121	G
5071	1024	1022	1027	1023	1025	1027	1023	1028	1023	1025	119	119	119	119	121	118	122	122	120	118	G
5072	1025	1022	1026	1023	1024	1024	1024	1028	1023	1025	119	119	119	119	121	120	121	121	120	122	G
5073	1023	1028	1024	1025	1028	1027	1025	1022	1026	1025	119	118	120	121	120	121	121	122	121	119	G
5074	1024	1026	1023	1026	1026	1027	1027	1028	1023	1026	117	118	121	122	119	118	121	122	120	120	G
5075	1022	1023	1027	1025	1024	1028	1023	1022	1024	1022	119	118	120	120	119	122	122	121	120	121	G
5076	1023	1028	1024	1026	1026	1027	1023	1028	1027	1024	119	117	119	119	120	121	122	121	119	121	G
5077	1023	1027	1026	1025	1028	1027	1023	1026	1024	1026	117	117	120	119	121	122	120	121	121	122	G
5078	1024	1025	1024	1027	1026	1024	1026	1026	1026	1025	119	117	119	118	120	119	120	122	120	118	G
5079	1023	1024	1026	1025	1028	1025	1026	1025	1023	1024	119	119	120	122	119	119	122	121	119	122	G
5080	1026	1026	1027	1026	1024	1024	1027	1025	1026	1020	119	118	119	121	120	121	122	122	121	121	G
5081	1026	1024	1026	1022	1025	1027	1023	1022	1025	1025	119	117	120	119	120	120	121	121	119	120	G
5082	1024	1028	1023	1025	1024	1024	1023	1025	1023	1021	117	118	120	118	119	120	122	121	119	119	G
5083	1022	1022	1024	1026	1024	1022	1027	1024	1026	1025	119	118	121	122	121	119	122	122	120	118	G
5084	1026	1025	1025	1027	1027	1026	1024	1023	1025	1021	119	117	120	118	121	120	121	122	119	119	G
5085	1022	1026	1026	1025	1024	1026	1024	1026	1025	1022	117	118	119	122	120	122	120	121	119	118	G
5086	1026	1024	1024	1027	1028	1024	1023	1025	1027	1023	117	117	119	120	121	120	121	121	120	119	G
5087	1023	1028	1027	1023	1024	1027	1027	1027	1023	1021	117	117	120	119	119	119	122	121	120	119	G
5088	1023	1028	1027	1026	1028	1023	1023	1028	1023	1022	117	119	121	118	121	119	122	121	119	118	G
5089	1026	1027	1024	1028	1025	1028	1023	1026	1026	1025	119	118	120	121	120	119	122	121	120	121	G
5090	1022	1022	1027	1026	1026	1028	1025	1028	1025	1023	119	117	121	122	119	121	120	122	120	120	G
5091	1025	1022	1024	1027	1024	1023	1023	1025	1024	1021	117	118	120	122	120	122	121	122	119	120	G
5092	1022	1022	1023	1022	1026	1026	1027	1022	1023	1024	118	118	120	121	120	119	121	121	120	122	G
5093	1022	1028	1024	1026	1027	1027	1025	1028	1026	1024	117	119	120	119	120	120	122	122	120	119	G
5094	1024	1024	1027	1024	1024	1027	1026	1028	1026	1026	117	117	121	118	121	119	121	121	120	118	G
5095	1023	1023	1024	1028	1025	1024	1025	1025	1027	1024	118	117	121	120	119	118	120	121	121	122	G
5096	1022	1022	1025	1023	1027	1022	1025	1028	1026	1025	119	118	121	122	120	122	121	121	121	118	G
5097	1026	1022	1026	1027	1025	1022	1023	1027	1027	1023	118	118	119	122	121	120	122	122	119	122	G
5098	1026	1022	1023	1027	1027	1026	1023	1024	1023	1022	119	119	120	120	119	118	122	121	120	122	G
5099	1025	1022	1026	1026	1025	1023	1027	1022	1023	1022	118	119	120	121	119	118	120	121	119	122	G
5100	1024	1028	1024	1025	1026	1024	1025	1027	1024	1022	118	117	119	121	119	122	121	122	120	118	G
5101	1023	1026	1024	1024	1026	1025	1026	1023	1025	1020	117	118	119	122	120	122	120	122	121	121	G
5102	1023	1026	1026	1028	1025	1028	1023	1023	1027	1022	117	119	121	118	121	122	120	121	120	120	G
5103	1022	1028	1023	1022	1026	1028	1026	1026	1027	1020	117	117	120	120	119	121	120	122	120	118	G
5104	1025	1028	1027	1027	1028	1024	1023	1023	1023	1023	119	119	120	122	121	121	122	121	120	121	G
5105	1026	1025	1027	1022	1027	1026	1025	1022	1024	1022	119	118	121	121	119	120	120	122	121	121	G
5106	1026	1022	1027	1023	1028	1026	1025	1026	1026	1020	118	117	119	121	120	118	122	122	119	121	G
5107	1025	1025	1027	1024	1027	1022	1025	1028	1024	1024	119	119	119	118	119	120	121	121	119	121	G
5108	1023	1024	1027	1023	1027	1022	1024	1022	1027	1024	118	117	120	118	119	118	120	121	121	122	G
5109	1022	1022	1027	1025	1026	1027	1025	1028	1023	1021	119	118	119	120	119	118	120	122	119	120	G
